# Center : 156.006559445 -57.7522222222    
# Center : 10:24:01.57 -57:45:08           
#                                arcmin  arcmin mag      mag    mag     mag   mag   mag   mag   mag V I B U DI    mag     mag     mag     mag    mag    mag               
#   ID ID_aex    xc       yc      R.A.    I.E.C. V        V-I   B-V     U-B    eV  e(V-I)e(B-V)e(U-B)Nobs---charac J      J-H     H-Ks    eJ   e(J-H)e(H-Ks)2mass name    
  5771  18082  386.620 3440.653   5.545  -3.636 16.209  1.112   .843   .646  .004  .008  .006  .006 1 1 1 1      14.137   .310   .184   .036   .052   .058 10244320-5748462  
  5772  14344 1066.834 3444.401   5.546   -.613 17.843  1.444  1.077   .685  .001  .004  .002  .006 1 1 1 1      15.139   .301   .418   .043   .064   .089 10244315-5745447  
  5773  14354 1382.675 3446.976   5.546    .794 19.906  1.451  1.232   .847  .002  .003  .008  .053 1 1 1 1                                                                  
  5774  14335  100.600 3441.411   5.552  -4.904 22.414  2.711  1.672   .000  .038  .039  .085  .000 1 1 1 0                                                                  
  5775  14351 1027.534 3446.018   5.554   -.787 16.694  1.045   .975   .893  .000  .002  .002  .004 1 1 1 1      14.736   .474   .271   .043   .064   .081 10244326-5745550  
  5776  14337  169.134 3442.261   5.555  -4.601 21.272  1.925  1.515   .000  .012  .013  .033  .000 1 1 1 0                                                                  
  5777  14350  901.924 3445.792   5.556  -1.346 20.403  1.831  1.449  1.049  .009  .010  .020  .107 1 1 1 1                                                                  
  5778  14370 1500.520 3451.470   5.562   1.320 21.423  2.144  1.624   .000  .016  .016  .034  .000 1 1 1 0                                                                  
  5779  14346  142.652 3444.549   5.565  -4.718 21.506  2.173  1.662   .000  .016  .017  .038  .000 1 1 1 0                                                                  
  5780  14382 1710.515 3454.709   5.567   2.257 20.588  2.260  1.714   .000  .007  .008  .022  .000 1 1 1 0      16.478   .000   .000   .143 -9.999 -9.999 10244328-5742524  
  5781  14348  130.295 3445.523   5.570  -4.772 20.379  1.828  1.482   .804  .007  .008  .015  .087 1 1 1 1                                                                  
  5782  14386 1591.394 3455.580   5.576   1.725 22.461  2.482  1.884   .000  .039  .046  .100  .000 1 1 1 0                                                                  
  5783  14398 1821.679 3458.358   5.578   2.753 21.366  2.242  1.527   .000  .019  .020  .036  .000 1 1 1 0                                                                  
  5784  14359   65.212 3448.019   5.581  -5.060 21.819  2.104  1.659   .000  .027  .030  .049  .000 1 1 1 0                                                                  
  5785  14389 1466.224 3455.922   5.582   1.167 20.975  2.052  1.616   .000  .003  .004  .022  .000 1 1 1 0                                                                  
  5786  14362  358.203 3449.175   5.583  -3.762 22.677  2.272  1.651   .000  .046  .052  .101  .000 1 1 1 0                                                                  
  5787  17524 1154.845 3454.531   5.587   -.220 16.575  1.257   .979   .406  .000  .003  .002  .002 1 1 1 1      14.415   .433   .123   .023   .034   .053 10244346-5745211  
  5788  14384 1275.834 3455.504   5.587    .319 21.377  2.498  1.620   .000  .016  .017  .038  .000 1 1 1 0                                                                  
  5789  17525 1968.089 3462.020   5.588   3.406 16.571   .929   .764   .143  .002  .004  .004  .003 1 1 1 1      15.034   .381   .069   .050   .086   .120 10244339-5741435  
  5790  14392 1010.539 3456.278   5.599   -.862 21.606  2.043  1.708   .000  .022  .023  .051  .000 1 1 1 0                                                                  
  5791  14379  396.127 3453.588   5.602  -3.593 20.409  1.973  1.515   .920  .007  .012  .017  .104 1 1 1 1                                                                  
  5792  14394  987.170 3457.130   5.604   -.966 21.803  2.240  1.813   .000  .022  .023  .059  .000 1 1 1 0                                                                  
  5793  14393  764.277 3456.255   5.606  -1.958 20.842  1.979  1.621   .000  .005  .009  .023  .000 1 1 1 0                                                                  
  5794  14403 1210.195 3460.035   5.610    .027 21.222  3.082  1.663   .000  .017  .017  .034  .000 1 1 1 0                                                                  
  5795  14380   56.043 3454.462   5.610  -5.100 17.122  1.111   .889   .322  .002  .005  .004  .003 1 1 1 1      15.202   .325   .194   .043   .074   .120 10244372-5750139  
  5796  14409 1306.370 3461.296   5.612    .455 18.851  1.432  1.187   .868  .003  .009  .003  .004 1 1 1 1      16.243   .508   .619   .115   .179   .213 10244362-5744412  
  5797  14425 1797.831 3465.766   5.612   2.647 22.499  2.644  1.645   .000  .035  .035  .085  .000 1 1 1 0                                                                  
  5798  14416 1388.043 3462.332   5.613    .819 21.812  2.253  1.741   .000  .029  .031  .076  .000 1 1 1 0                                                                  
  5799  14388  190.041 3455.890   5.615  -4.507 17.201  1.245  1.067   .962  .001  .004  .003  .004 1 1 1 1      15.168   .684   .006   .062   .079   .105 10244376-5749384  
  5800  17309  223.687 3456.438   5.617  -4.357 16.940  2.515  2.096  1.538  .001  .003  .008  .033 1 1 1 1      12.353   .955   .308   .022   .031   .032 10244376-5749293  
  5801  14391  100.465 3456.281   5.617  -4.903 19.585  1.489  1.417   .990  .003  .006  .022  .057 1 1 1 1                                                                  
  5802  14396  326.494 3457.805   5.621  -3.901 22.380  2.442  1.884   .000  .037  .039  .085  .000 1 1 1 0                                                                  
  5803  14417 1177.807 3463.163   5.624   -.117 22.351  2.572  1.659   .000  .031  .034  .088  .000 1 1 1 0                                                                  
  5804  14413  921.729 3462.136   5.628  -1.257 22.133  2.340  1.525   .000  .033  .035  .068  .000 1 1 1 0                                                                  
  5805  14448 2039.491 3471.958   5.628   3.725 21.635  2.322  1.610   .000  .021  .021  .044  .000 1 1 1 0                                                                  
  5806  14443 1887.982 3470.413   5.628   3.049 20.380  2.173  1.676   .891  .007  .008  .016  .106 1 1 1 1      16.462   .000   .000   .134 -9.999 -9.999 10244369-5742050  
  5807  14446 1812.880 3470.669   5.633   2.714 20.026  1.774  1.406  1.515  .002  .004  .011  .117 1 1 1 1                                                                  
  5808  14423 1134.686 3465.413   5.636   -.309 19.592  1.880  1.431   .834  .007  .011  .008  .051 1 1 1 1      16.349   .000   .000   .126 -9.999 -9.999 10244382-5745266  
  5809  14415  466.173 3462.438   5.639  -3.281 18.027  1.116   .971   .661  .004  .005  .004  .002 1 1 1 1      16.044   .426   .345   .083   .157   .222 10244393-5748249  
  5810  14439 1510.724 3469.406   5.640   1.367 18.974  2.784  2.259  1.394  .002  .005  .007  .091 1 1 1 1      13.905  1.000   .357   .043   .054   .047 10244382-5743459  
  5811  14426  977.206 3465.787   5.642  -1.010 20.932  1.868  1.539   .000  .011  .012  .028  .000 1 1 1 0                                                                  
  5812  14440 1409.329 3469.556   5.644    .915 19.088  1.319  1.122   .814  .004  .005  .006  .027 1 1 1 1                                                                  
  5813  14434 1147.802 3467.864   5.646   -.250 21.496  2.026  1.578   .000  .023  .034  .042  .000 1 1 1 0                                                                  
  5814  14442 1390.670 3469.974   5.647    .832 17.435  1.097   .898   .352  .001  .005  .001  .009 1 1 1 1      15.564   .502   .275   .070   .113   .153 10244388-5744180  
  5815  14419   66.342 3463.380   5.649  -5.054 22.377  2.417  1.772   .000  .037  .038  .095  .000 1 1 1 0                                                                  
  5816  14435  596.263 3467.999   5.661  -2.703 21.596  2.325  1.566   .000  .018  .022  .044  .000 1 1 1 0                                                                  
  5817  14431  134.479 3467.157   5.664  -4.752 19.715  1.440  1.187  1.163  .002  .006  .004  .045 1 1 1 1                                                                  
  5818  14460 1354.578 3474.442   5.668    .671 18.496  1.266  1.113  1.098  .003  .004  .005  .026 1 1 1 1      16.320   .683   .000   .112   .167 -9.999 10244405-5744276  
  5819  14456 1126.667 3473.557   5.672   -.344 19.416  1.642  1.294   .585  .003  .005  .003  .033 1 1 1 1                                                                  
  5820  14475 1585.581 3477.536   5.673   1.701 19.804  1.904  1.484  1.297  .005  .007  .010  .096 1 1 1 1                                                                  
  5821  14445  201.844 3470.809   5.680  -4.453 21.035  2.046  1.583   .000  .007  .010  .025  .000 1 1 1 0                                                                  
  5822  14468 1195.759 3475.989   5.680   -.036 22.343  2.339  1.836   .000  .047  .050  .102  .000 1 1 1 0                                                                  
  5823  14496 1833.909 3482.537   5.684   2.809 18.908  1.404  1.147   .549  .001  .002  .002  .023 1 1 1 1      16.493   .000   .000   .137 -9.999 -9.999 10244414-5742196  
  5824  14453  399.895 3473.079   5.687  -3.574 18.672  1.251  1.026   .480  .001  .002  .003  .009 1 1 1 1                                                                  
  5825  14484 1418.297 3479.359   5.687    .956 21.742  2.293  1.907   .000  .024  .026  .068  .000 1 1 1 0                                                                  
  5826  14481 1318.917 3478.854   5.688    .513 22.211  2.342  1.554   .000  .029  .033  .075  .000 1 1 1 0                                                                  
  5827  14490 1523.563 3480.682   5.689   1.425 17.109  1.099   .932   .597  .003  .004  .003  .001 1 1 1 1      15.147   .400   .000   .071   .120 -9.999 10244420-5743425  
  5828  14458  405.833 3474.267   5.692  -3.548 18.569  1.418  1.191   .824  .002  .004  .006  .017 1 1 1 1      15.660   .484   .000   .065   .117 -9.999 10244430-5748413  
  5829  17312 1725.473 3483.453   5.693   2.325 17.365  1.695  1.319   .930  .001  .002  .003  .008 1 1 1 1      14.262   .466   .198   .032   .046   .062 10244420-5742484  
  5830  17311 1104.577 3478.601   5.694   -.442 17.826  2.099  1.421   .207  .001  .002  .002  .004 1 1 1 1      14.004   .594   .312   .026   .040   .046 10244426-5745344  
  5831  14499 1775.510 3484.422   5.695   2.548 21.376  2.234  1.772   .000  .017  .018  .035  .000 1 1 1 0                                                                  
  5832  14465  423.408 3475.269   5.696  -3.470 18.995  1.739  1.318   .848  .009  .013  .010  .005 1 1 1 1      15.714   .542   .000   .092   .143 -9.999 10244434-5748362  
  5833  14480  909.749 3478.220   5.698  -1.309 20.109  1.597  1.274   .765  .002  .002  .010  .050 1 1 1 1                                                                  
  5834  17310  143.849 3475.770   5.702  -4.709 17.635  1.962  1.431  1.163  .001  .001  .003  .004 1 1 1 1      14.557   .671   .165   .037   .056   .062 10244444-5749501  
  5835  14471  418.787 3476.727   5.703  -3.490 20.617  1.671  1.401   .000  .011  .011  .019  .000 1 1 1 0                                                                  
  5836  14492 1240.933 3481.481   5.703    .166 20.033  2.094  1.663   .791  .007  .011  .015  .074 1 1 1 1      16.402   .886   .000   .124   .167 -9.999 10244431-5744580  
  5837  14515 1761.353 3487.554   5.709   2.486 19.780  2.011  1.579  1.058  .004  .004  .009  .065 1 1 1 1      16.246   .678   .000   .111   .189 -9.999 10244431-5742388  
  5838  14498 1347.780 3484.055   5.710    .642 19.393  1.393  1.127  1.037  .004  .005  .006  .032 1 1 1 1                                                                  
  5839  14514 1697.256 3487.322   5.711   2.200 21.828  2.702  1.619   .000  .021  .022  .042  .000 1 1 1 0                                                                  
  5840  14511 1541.661 3486.770   5.715   1.506 21.168  2.180  1.800   .000  .016  .016  .040  .000 1 1 1 0                                                                  
  5841  14482  114.925 3479.412   5.718  -4.837 22.077  1.985  1.633   .000  .032  .039  .061  .000 1 1 1 0                                                                  
  5842  14500 1156.496 3484.588   5.719   -.210 18.297  1.218  1.001   .487  .002  .004  .003  .005 1 1 1 1      16.020   .319   .000   .115   .185 -9.999 10244443-5745204  
  5843  14486  224.048 3480.250   5.721  -4.353 21.248  2.172  1.816   .000  .015  .016  .035  .000 1 1 1 0                                                                  
  5844  14501 1133.430 3484.944   5.721   -.313 21.471  2.184  1.732   .000  .016  .016  .040  .000 1 1 1 0                                                                  
  5845  14513 1274.526 3487.348   5.727    .316 22.146  2.520  2.167   .000  .028  .028  .091  .000 1 1 1 0                                                                  
  5846  14497  301.354 3483.101   5.732  -4.010 22.175  2.284  1.894   .000  .033  .033  .086  .000 1 1 1 0                                                                  
  5847  14542 1644.502 3492.865   5.738   1.965 18.864  1.835  1.464   .820  .003  .003  .004  .003 1 1 1 1      15.595   .525   .200   .065   .101   .149 10244454-5743100  
  5848  14538 1520.241 3492.001   5.739   1.411 17.462  1.020   .868   .414  .000  .004  .004  .004 1 1 1 1                                                                  
  5849  14547 1671.921 3494.130   5.742   2.087 19.997  1.962  1.521  1.013  .002  .002  .010  .093 1 1 1 1      16.370   .652   .000   .116   .182 -9.999 10244458-5743024  
  5850  14506  492.536 3486.013   5.742  -3.162 18.535  1.409  1.204  1.271  .003  .006  .003  .013 1 1 1 1      16.179   .562   .000   .098   .157 -9.999 10244471-5748175  
  5851  14561 2004.210 3497.590   5.742   3.569 21.882  2.474  1.421   .000  .024  .026  .053  .000 1 1 1 0                                                                  
  5852  14502  194.598 3485.129   5.743  -4.483 21.201  2.672  1.616   .000  .014  .014  .031  .000 1 1 1 0                                                                  
  5853  14532 1312.338 3491.373   5.744    .484 19.160  1.914  1.530  1.245  .003  .007  .013  .051 1 1 1 1      16.272  1.043   .063   .118   .148   .192 10244464-5744389  
  5854  14527 1175.648 3490.520   5.745   -.124 22.126  2.585  1.779   .000  .033  .036  .083  .000 1 1 1 0                                                                  
  5855  14519  895.498 3489.383   5.748  -1.371 19.610  1.685  1.307   .645  .004  .004  .006  .037 1 1 1 1      16.595   .000   .000   .148 -9.999 -9.999 10244466-5746302  
  5856  14508   14.341 3486.067   5.748  -5.281 18.946  1.292  1.065   .000  .004  .008  .027  .000 1 1 1 0      16.383   .000   .000   .112 -9.999 -9.999 10244476-5750247  
  5857  14525  925.408 3490.347   5.751  -1.238 22.219  2.145  1.758   .000  .037  .038  .089  .000 1 1 1 0                                                                  
  5858  18085 1794.799 3497.854   5.753   2.635 14.757   .855   .782   .416  .001  .004  .001  .002 1 1 1 1      13.225   .647   .534   .029   .049   .052 10244470-5742295  
  5859  14516  265.591 3487.798   5.753  -4.169 20.817  2.102  1.602   .000  .006  .007  .021  .000 1 1 1 0                                                                  
  5860  14526  790.960 3490.397   5.755  -1.836 21.851  2.198  1.763   .000  .023  .023  .056  .000 1 1 1 0                                                                  
  5861  14569 1773.267 3498.944   5.759   2.539 21.907  2.530  1.930   .000  .023  .024  .077  .000 1 1 1 0                                                                  
  5862  14529  745.135 3491.060   5.759  -2.040 20.085  1.819  1.463   .728  .009  .011  .013  .057 1 1 1 1                                                                  
  5863  14543 1027.006 3493.039   5.760   -.786 21.258  1.989  1.574   .000  .016  .017  .033  .000 1 1 1 0                                                                  
  5864  14522  157.113 3489.998   5.764  -4.649 18.779  1.301  1.090   .711  .001  .005  .001  .017 1 1 1 1                                                                  
  5865  14546 1056.648 3494.177   5.764   -.654 20.030  1.645  1.357  1.478  .006  .013  .015  .109 1 1 1 1                                                                  
  5866  14548 1136.539 3494.995   5.765   -.298 22.416  2.410  1.740   .000  .033  .040  .075  .000 1 1 1 0                                                                  
  5867  14553 1225.783 3495.801   5.766    .099 18.447  1.562  1.240   .616  .002  .007  .005  .007 1 1 1 1      15.581   .354   .000   .070   .110 -9.999 10244478-5745020  
  5868  14536  316.430 3492.021   5.771  -3.943 19.177  1.494  1.193   .494  .001  .005  .001  .019 1 1 1 1                                                                  
  5869  14600 1942.870 3504.416   5.775   3.296 20.993  2.235  1.690   .000  .009  .011  .027  .000 1 1 1 0                                                                  
  5870  14550  820.663 3495.242   5.775  -1.704 19.909  1.752  1.365   .762  .008  .009  .013  .060 1 1 1 1                                                                  
  5871  14603 1970.882 3504.844   5.776   3.421 22.337  2.629  1.794   .000  .036  .038  .080  .000 1 1 1 0                                                                  
  5872  14586 1776.966 3502.885   5.776   2.556 21.808  2.392  2.077   .000  .024  .025  .075  .000 1 1 1 0                                                                  
  5873  14544  530.334 3493.975   5.776  -2.994 17.845  1.309  1.060   .484  .003  .004  .004  .009 1 1 1 1      15.626   .000   .000   .065 -9.999 -9.999 10244494-5748074  
  5874  14565 1019.215 3498.740   5.785   -.820 19.573  2.233  1.801  1.388  .003  .004  .014  .102 1 1 1 1      15.522   .820   .411   .069   .100   .109 10244495-5745572  
  5875  14578 1122.564 3500.035   5.788   -.360 22.487  2.637  1.509   .000  .046  .046  .091  .000 1 1 1 0                                                                  
  5876  14564  803.405 3498.350   5.790  -1.780 20.362  2.025  1.623   .000  .002  .005  .015  .000 1 1 1 0                                                                  
  5877  18086  673.607 3497.857   5.790  -2.357 14.438  1.607  1.431  1.365  .000  .003  .002  .013 1 1 1 1      11.590   .680   .231   .022   .031   .030 10244503-5747293  
  5878  14560  433.415 3497.224   5.792  -3.423 22.409  2.316  1.682   .000  .039  .039  .087  .000 1 1 1 0                                                                  
  5879  14563   39.612 3498.409   5.802  -5.168 17.364  1.217  1.028   .811  .003  .004  .004  .009 1 1 1 1      15.320   .494   .441   .045   .087   .115 10244518-5750179  
  5880  14617 1706.266 3509.141   5.806   2.241 19.579  1.836  1.413   .954  .007  .008  .011  .046 1 1 1 1      16.225   .655   .000   .093   .147 -9.999 10244505-5742532  
  5881  14589  991.045 3503.468   5.807   -.945 19.269  1.467  1.202  1.285  .003  .006  .004  .037 1 1 1 1                                                                  
  5882  14590  330.142 3503.618   5.822  -3.881 19.178  2.015  1.560   .805  .003  .004  .005  .035 1 1 1 1      15.541   .710   .211   .077   .121   .148 10244529-5749007  
  5883  14643 1810.743 3514.789   5.827   2.708 17.993  1.163   .928   .304  .001  .003  .001  .004 1 1 1 1      15.952   .470   .000   .123   .210 -9.999 10244520-5742254  
  5884  14608  752.105 3506.737   5.828  -2.007 19.493  1.748  1.336   .561  .004  .005  .006  .032 1 1 1 1      16.276   .603   .000   .106   .179 -9.999 10244534-5747086  
  5885  14602  283.865 3504.928   5.828  -4.086 19.870  1.593  1.372  1.574  .007  .011  .011  .081 1 1 1 1                                                                  
  5886  18368 1060.963 3509.419   5.831   -.633 14.183   .490   .337   .249  .000  .002  .008  .009 1 1 1 1      13.347   .211   .017   .029   .048   .059 10244529-5745459  
  5887  14622 1146.007 3510.345   5.832   -.255 20.944  2.725  1.957   .000  .007  .007  .033  .000 1 1 1 0                                                                  
  5888  14624 1160.357 3510.797   5.834   -.191 20.072  2.752  2.113   .000  .004  .005  .020  .000 1 1 1 0      15.012  1.009   .333   .077   .134   .147 10244531-5745193  
  5889  14609  514.549 3507.379   5.835  -3.062 20.546  2.158  1.573  1.151  .004  .004  .029  .133 1 1 1 1                                                                  
  5890  14633 1225.684 3511.843   5.836    .100 17.721  1.536  1.240   .677  .000  .003  .002  .005 1 1 1 1      15.066   .714   .109   .052   .079   .106 10244531-5745019  
  5891  14629 1140.383 3511.239   5.837   -.280 20.168  1.949  1.638   .000  .037  .038  .040  .000 1 1 1 0                                                                  
  5892  14631 1132.791 3511.585   5.838   -.314 16.819   .971   .878   .599  .002  .007  .002  .009 1 1 1 1      14.945   .831   .582   .067   .119   .116 10244537-5745264  
  5893  14627  935.084 3511.005   5.842  -1.193 22.295  2.308  1.830   .000  .037  .037  .095  .000 1 1 1 0                                                                  
  5894  14616  552.205 3509.004   5.842  -2.895 20.133  1.832  1.424  1.309  .006  .006  .012  .098 1 1 1 1                                                                  
  5895  14613  386.768 3508.364   5.842  -3.629 20.142  1.648  1.319   .979  .002  .009  .012  .070 1 1 1 1                                                                  
  5896  14610  183.628 3507.909   5.842  -4.530 20.998  1.941  1.590   .000  .006  .006  .030  .000 1 1 1 0                                                                  
  5897  14626  774.036 3510.972   5.846  -1.909 19.667  2.207  1.776  1.134  .003  .008  .010  .082 1 1 1 1      15.623   .709   .456   .065   .103   .130 10244543-5747025  
  5898  14653 1554.306 3516.884   5.847   1.565 17.768  1.181   .966   .352  .004  .005  .016  .015 1 1 1 1                                                                  
  5899  14671 2020.989 3522.314   5.850   3.646 20.648  2.174  1.533   .000  .001  .005  .019  .000 1 1 1 0                                                                  
  5900  14657 1557.386 3518.226   5.852   1.578 18.897  1.775  1.378   .000  .023  .025  .024  .000 1 1 1 0                                                                  
  5901  14642 1124.119 3514.734   5.852   -.352 19.424  1.427  1.225   .846  .012  .012  .013  .030 1 1 1 1                                                                  
  5902  14621   46.348 3510.061   5.853  -5.137 21.227  2.312  1.648   .000  .016  .018  .030  .000 1 1 1 0                                                                  
  5903  14648 1248.288 3515.967   5.854    .201 21.583  2.261  1.806   .000  .020  .021  .051  .000 1 1 1 0                                                                  
  5904  14625  140.348 3510.960   5.856  -4.721 21.456  1.957  1.668   .000  .016  .016  .038  .000 1 1 1 0                                                                  
  5905  14640  598.692 3514.399   5.864  -2.688 18.915  1.377  1.173   .782  .007  .008  .008  .008 1 1 1 1      16.633   .752   .000   .148   .219 -9.999 10244556-5747491  
  5906  14654 1077.547 3517.400   5.866   -.559 21.941  2.302  1.863   .000  .025  .030  .086  .000 1 1 1 0                                                                  
  5907  18090 1570.771 3521.606   5.867   1.638 13.727  1.352  1.274  1.310  .001  .004  .001  .002 1 1 1 1      11.374   .650   .150   .024   .033   .033 10244552-5743296  
  5908  14641  127.742 3514.311   5.871  -4.777 21.873  2.179  1.766   .000  .029  .034  .063  .000 1 1 1 0                                                                  
  5909  14678 1799.142 3525.008   5.872   2.657 20.830  2.295  1.688   .000  .012  .013  .022  .000 1 1 1 0                                                                  
  5910  17313  318.735 3515.139   5.872  -3.930 16.994  1.404  1.045   .410  .002  .005  .003  .003 1 1 1 1      14.480   .367   .262   .046   .087   .098 10244567-5749037  
  5911  14647  503.719 3516.002   5.873  -3.110 20.708  2.060  1.564   .000  .006  .006  .018  .000 1 1 1 0                                                                  
  5912  14645  373.598 3515.621   5.874  -3.687 22.170  2.231  1.756   .000  .032  .033  .059  .000 1 1 1 0                                                                  
  5913  14668 1114.601 3520.603   5.878   -.394 22.254  2.223  1.660   .000  .032  .033  .084  .000 1 1 1 0                                                                  
  5914  14649  234.717 3516.520   5.880  -4.303 23.293   .470   .622   .000  .056  .199  .100  .000 1 1 1 0                                                                  
  5915  14660  467.260 3519.377   5.889  -3.271 19.774  1.686  1.394  1.412  .004  .006  .011  .068 1 1 1 1                                                                  
  5916  14670 1014.873 3522.383   5.889   -.837 19.156  1.791  1.258   .615  .002  .007  .004  .007 1 1 1 1      15.890   .397   .460   .072   .141   .200 10244575-5745583  
  5917  14703 1831.575 3531.083   5.897   2.802 21.399  2.254  1.817   .000  .016  .017  .047  .000 1 1 1 0                                                                  
  5918  18091   77.250 3521.452   5.903  -4.999 16.299  1.105   .999   .878  .003  .003  .006  .005 1 1 1 1      14.455   .492   .255   .037   .054   .067 10244593-5750078  
  5919  14688  822.721 3526.909   5.914  -1.692 19.612  1.661  1.425   .000  .065  .069  .091  .000 1 1 1 0                                                                  
  5920  14681  445.960 3526.009   5.918  -3.365 21.637  2.785  1.645   .000  .023  .026  .052  .000 1 1 1 0                                                                  
  5921  14696 1089.898 3529.635   5.919   -.503 21.397  2.127  1.645   .000  .014  .015  .038  .000 1 1 1 0                                                                  
  5922  14718 1397.558 3532.484   5.921    .867 21.373  2.188  1.680   .000  .014  .015  .044  .000 1 1 1 0                                                                  
  5923  14698 1082.095 3530.246   5.922   -.538 20.712  2.014  1.539   .823  .002  .011  .018  .127 1 1 1 1                                                                  
  5924  14682  122.701 3526.115   5.923  -4.798 22.311  2.656  1.708   .000  .027  .028  .068  .000 1 1 1 0                                                                  
  5925  14686  401.092 3527.004   5.923  -3.564 21.820  2.151  1.816   .000  .024  .026  .061  .000 1 1 1 0                                                                  
  5926  14736 1864.714 3537.341   5.923   2.950 19.143  1.218  1.001   .440  .002  .002  .008  .022 1 1 1 1                                                                  
  5927  14684  159.828 3526.698   5.925  -4.633 18.782  1.236  1.088   .854  .001  .005  .007  .011 1 1 1 1      16.586   .000   .000   .139 -9.999 -9.999 10244608-5749459  
  5928  14712 1242.093 3532.195   5.925    .175 21.778  2.450  1.633   .000  .020  .020  .059  .000 1 1 1 0                                                                  
  5929  14702 1056.827 3530.982   5.926   -.650 21.794  2.293  1.710   .000  .022  .027  .057  .000 1 1 1 0                                                                  
  5930  14709 1153.753 3532.101   5.928   -.219 18.403  1.384  1.084   .438  .006  .006  .006  .018 1 1 1 1                                                                  
  5931  14700  648.457 3530.534   5.934  -2.466 20.867  2.182  1.637   .000  .005  .009  .025  .000 1 1 1 0                                                                  
  5932  14754 1968.856 3541.132   5.935   3.414 18.938  1.904  1.480   .858  .001  .003  .002  .030 1 1 1 1      15.461   .547   .030   .046   .085   .163 10244599-5741430  
  5933  14694   56.807 3528.816   5.935  -5.089 22.379  2.488  1.693   .000  .033  .033  .085  .000 1 1 1 0                                                                  
  5934  14752 1912.580 3540.976   5.937   3.164 19.580  2.044  1.580   .801  .001  .009  .015  .049 1 1 1 1      15.871   .000   .000   .083 -9.999 -9.999 10244602-5741582  
  5935  17526  352.561 3530.228   5.938  -3.779 15.726  2.088  1.746  1.348  .001  .005  .001  .002 1 1 1 1      11.970   .861   .299   .023   .033   .030 10244616-5748546  
  5936  14704  405.080 3531.204   5.941  -3.546 22.104  2.198  1.613   .000  .029  .035  .079  .000 1 1 1 0                                                                  
  5937  18093  830.012 3533.724   5.944  -1.659 14.525   .590   .444   .396  .001  .002  .003  .004 1 1 1 1      13.382   .164   .096   .024   .048   .055 10244616-5746475  
  5938  14765 1730.980 3542.617   5.952   2.354 20.881  2.319  1.504   .000  .009  .011  .021  .000 1 1 1 0                                                                  
  5939  14728  770.689 3535.874   5.955  -1.922 17.434  1.090   .852   .298  .003  .004  .003  .002 1 1 1 1      15.605   .514   .000   .104   .156 -9.999 10244624-5747032  
  5940  14771 1864.543 3545.003   5.957   2.950 21.554  2.124  1.729   .000  .017  .018  .049  .000 1 1 1 0                                                                  
  5941  14722  204.173 3534.464   5.958  -4.436 20.248  1.621  1.309   .805  .003  .005  .010  .063 1 1 1 1                                                                  
  5942  14744 1145.740 3539.211   5.959   -.254 19.165  2.198  1.529  1.176  .005  .007  .005  .053 1 1 1 1                                                                  
  5943  14746 1193.092 3540.059   5.961   -.043 21.926  2.180  1.858   .000  .027  .029  .065  .000 1 1 1 0                                                                  
  5944  14742 1021.731 3538.951   5.962   -.806 21.012  2.321  1.629   .000  .010  .012  .026  .000 1 1 1 0                                                                  
  5945  18369  826.118 3537.976   5.963  -1.676 19.081  1.290  1.053   .000  .013  .014  .104  .000 1 1 1 0                                                                  
  5946  14733  209.870 3537.110   5.970  -4.411 20.200  1.993  1.530  1.285  .003  .004  .011  .114 1 1 1 1                                                                  
  5947  14757 1099.664 3541.440   5.970   -.459 20.099  1.831  1.397   .707  .001  .007  .011  .056 1 1 1 1                                                                  
  5948  14734  300.480 3537.519   5.971  -4.009 21.580  2.293  1.847   .000  .019  .023  .046  .000 1 1 1 0                                                                  
  5949  14787 1930.377 3549.267   5.973   3.243 20.057  1.643  1.364  1.185  .003  .009  .020  .097 1 1 1 1                                                                  
  5950  14745  753.952 3540.015   5.973  -1.996 17.613  1.063   .951   .666  .005  .006  .005  .001 1 1 1 1      15.805   .462   .172   .077   .141   .209 10244638-5747076  
  5951  14750  860.701 3540.648   5.973  -1.522 21.497  1.921  1.622   .000  .016  .017  .031  .000 1 1 1 0                                                                  
  5952  14774 1653.989 3546.759   5.974   2.011 20.800  1.785  1.471   .000  .005  .013  .017  .000 1 1 1 0                                                                  
  5953  14738  361.487 3538.510   5.974  -3.738 20.408  2.151  1.642   .000  .011  .020  .019  .000 1 1 1 0                                                                  
  5954  14740  114.986 3538.563   5.977  -4.831 21.352  2.155  1.762   .000  .016  .018  .046  .000 1 1 1 0                                                                  
  5955  14768 1077.905 3543.997   5.982   -.555 20.280  2.102  1.618   .858  .004  .006  .014  .089 1 1 1 1      16.512   .000   .000   .139 -9.999 -9.999 10244642-5745411  
  5956  14767 1043.708 3543.771   5.982   -.707 19.217  1.911  1.459   .691  .001  .006  .006  .033 1 1 1 1                                                                  
  5957  14748  415.681 3540.592   5.982  -3.498 21.783  2.260  1.816   .000  .023  .024  .056  .000 1 1 1 0                                                                  
  5958  14753  523.693 3541.148   5.983  -3.019 21.291  2.063  1.651   .000  .014  .014  .030  .000 1 1 1 0                                                                  
  5959  14775 1438.493 3546.995   5.983   1.051 21.577  2.544  1.521   .000  .020  .020  .039  .000 1 1 1 0                                                                  
  5960  14779 1311.987 3547.513   5.990    .487 22.157  2.330  2.033   .000  .035  .035  .100  .000 1 1 1 0                                                                  
